distance_from_home,distance_from_last_transaction,ratio_to_median_purchase_price,repeat_retailer,used_chip,used_pin_number,online_order,fraud
57.87785658389723,0.3111400080477545,1.9459399775518593,1.0,1.0,0.0,0.0,0.0
10.829942699255545,0.17559150228166587,1.2942188106198573,1.0,0.0,0.0,0.0,0.0
5.091079490616996,0.8051525945853258,0.42771456119427587,1.0,0.0,0.0,1.0,0.0
2.2475643282963613,5.60004354707232,0.36266257805709584,1.0,1.0,0.0,1.0,0.0
44.19093600261837,0.5664862680583477,2.2227672978404707,1.0,1.0,0.0,1.0,0.0
5.586407674186407,13.261073268058121,0.06476846537046335,1.0,0.0,0.0,0.0,0.0
3.7240191247148107,0.9568379284821842,0.27846494490815554,1.0,0.0,0.0,1.0,0.0
4.8482465722805665,0.3207354272228163,1.2730495235601782,1.0,0.0,1.0,0.0,0.0
0.8766322564943629,2.5036089266921437,1.5169993152858177,0.0,0.0,0.0,0.0,0.0
8.83904670372637,2.9705122760243827,2.36168254706846,1.0,0.0,0.0,1.0,0.0
14.263529735069081,0.1587580860346303,1.1361019405394772,1.0,1.0,0.0,1.0,0.0
13.592367567909633,0.240539812984415,1.3703298614332031,1.0,1.0,0.0,1.0,0.0
765.2825592612469,0.3715619621963146,0.5512447476281009,1.0,1.0,0.0,0.0,0.0
2.131955665990563,56.3724005365082,6.358667321630612,1.0,0.0,0.0,1.0,1.0
13.95597236704443,0.27152152834856924,2.798901124938246,1.0,0.0,0.0,1.0,0.0
179.6651476857078,0.12091963755751828,0.5356404825310114,1.0,1.0,1.0,1.0,0.0
114.51978939161216,0.7070032526577117,0.516989925221995,1.0,0.0,0.0,0.0,0.0
3.5896485976213444,6.247457541963805,1.8464505265933646,1.0,0.0,0.0,0.0,0.0
11.085152484057602,34.66135141778853,2.530758449146248,1.0,0.0,0.0,1.0,0.0
6.194670766326057,1.142014235500891,0.3072166087549278,1.0,0.0,0.0,0.0,0.0
78.62324228597946,1.409245200233365,1.8380164275927833,1.0,1.0,0.0,0.0,0.0
3.9222119601658165,4.822091480482492,0.7037704483696168,1.0,0.0,0.0,0.0,0.0
1.6950504410379064,0.06920087623687993,0.18528617072490697,0.0,0.0,0.0,0.0,0.0
8.084177482766684,0.13820280642370242,0.3786612352998621,1.0,0.0,1.0,0.0,0.0
3.8030573513256023,67.24108052618409,1.8729496143044642,1.0,0.0,0.0,1.0,1.0
17.043384432449976,0.3282733826369984,0.3472038763553988,1.0,0.0,0.0,1.0,0.0
5.482982321943006,3.501975947166019,1.9864672540042145,1.0,0.0,0.0,0.0,0.0
53.46555834293632,0.08840662546660231,0.2046127015143529,1.0,0.0,0.0,1.0,0.0
3.2160447557707816,17.144735923073647,1.788833243120637,1.0,1.0,0.0,1.0,0.0
15.694985541059943,175.98918151972342,0.8556228290724207,1.0,0.0,0.0,1.0,1.0
85.83725334092371,1.0351178763066122,0.8682956142370105,1.0,1.0,0.0,1.0,0.0
35.26648270795631,0.08518500764193482,0.17418425338272486,1.0,1.0,0.0,1.0,0.0
56.59109468035227,0.7183858907011721,0.7368831105145712,1.0,0.0,0.0,1.0,0.0
67.59186117206991,1.6129955621122185,0.20704300451945304,1.0,1.0,0.0,0.0,0.0
4.426862415904887,5.144466643610322,2.323604269260222,1.0,0.0,0.0,1.0,0.0
26.711462023719893,1.5520081259491354,4.603600688206188,1.0,1.0,0.0,1.0,1.0
10.664473716016785,1.5657690862016613,4.886520843107555,1.0,0.0,0.0,1.0,1.0
202.7574415997687,0.2750151448723527,0.7755485342012628,1.0,0.0,1.0,1.0,0.0
13.0584705141559,0.25608406373161235,1.0012542942736853,1.0,0.0,0.0,0.0,0.0
83.19190905345448,0.9742450991819719,2.204589077385998,1.0,1.0,0.0,1.0,0.0
31.892352665494183,0.12035236071547287,0.3485856336471177,1.0,0.0,0.0,1.0,0.0
1.7121934875876241,2.35149770752869,0.5341632857845613,0.0,0.0,0.0,1.0,0.0
14.12790501001848,5.862020928481165,0.2927730476968923,1.0,1.0,0.0,1.0,0.0
2.0207693952828802,0.1780195648650336,0.8145079406121545,1.0,1.0,0.0,1.0,0.0
6.792999035689522,3.4198048481476446,0.4388242816950051,1.0,0.0,0.0,1.0,0.0
15.23536145541202,0.30020872455242303,0.4642727680509552,1.0,0.0,0.0,0.0,0.0
5.471113979085435,1.0241780871042283,0.0671805015773473,1.0,0.0,0.0,0.0,0.0
2.530145018135443,3.6897810904940105,8.297406866219774,1.0,0.0,0.0,1.0,1.0
21.12611616077098,0.27198739643980063,6.081770719263626,1.0,0.0,0.0,1.0,1.0
42.735855762656925,0.035699495647546,1.8063933297371255,1.0,1.0,0.0,0.0,0.0
15.693303060946977,4.177117000371978,0.3313219539992365,1.0,0.0,0.0,1.0,0.0
43.28131438308468,3.3677926241961704,0.6760582745829428,1.0,1.0,1.0,1.0,0.0
